epoch,train_loss,val_loss,raw_val_iou,raw_val_precision,raw_val_recall,postprocessed_val_iou,postprocessed_val_precision,postprocessed_val_recall,learning_rate
13,0.24556387634947896,0.32588033750653267,0.7648508039093895,0.8548110651755956,0.8771540446628137,0.7680190950860208,0.858606134231496,0.8776167312316416,0.000981581283398829
14,0.23649227619171143,0.38283728808164597,0.721080640066228,0.9087868916865087,0.7792218121078265,0.7270802125555211,0.9137172368386268,0.7814277571571733,0.0009786597487660333
15,0.21784310834482312,0.33359964191913605,0.7601798181648247,0.8662458669489321,0.8611235417324761,0.7671709161033966,0.8804142723220673,0.858503083519244,0.0009755282581475766
16,0.20700337132439017,0.3309071660041809,0.75507244320297,0.8615683136627527,0.8617055145983121,0.7634964220970086,0.8739578445447932,0.8590254300786913,0.0009721881851187403
17,0.19473181408829987,0.33922935277223587,0.7495500655346273,0.8509751244475998,0.8633899267308398,0.770359782997942,0.8766037762177934,0.8592696735517262,0.0009686409947459456
18,0.18278345675207675,0.3070921450853348,0.7779973985036511,0.8621261266773723,0.8892504424156702,0.7794086462590479,0.8642237552229804,0.8890038599007339,0.0009648882429441254
19,0.19778068969026208,0.31302497163414955,0.7696297451099225,0.9052378325507077,0.8345089079894243,0.7720285078647673,0.9191254760387122,0.8293300286884553,0.00096093157579425
20,0.2004199898801744,0.3278171010315418,0.7598205151221591,0.8231724816587561,0.906981612601998,0.7857494756514513,0.8570192123306206,0.9061279766946295,0.0009567727288213001
21,0.17059190035797656,0.2786753475666046,0.7863392722561489,0.9308371359722565,0.8317019615883077,0.7920385878121021,0.9395937595032362,0.8298365184871763,0.0009524135262330095
22,0.14768559229560196,0.2564858105033636,0.8111439622843291,0.8901236623686187,0.8984824041722698,0.8218377555818713,0.9021600970528569,0.8983479687154112,0.0009478558801197061
23,0.14763109083287418,0.28281136229634285,0.7911858215894767,0.8977407626511942,0.8683583228410983,0.7852154871496086,0.8973767161313146,0.861402576614067,0.000943101789615607
24,0.17805784940719604,0.2814592719078064,0.7919724333610527,0.9002425946067178,0.8660777273360132,0.7932670040258616,0.9048504595812842,0.8617231543421401,0.0009381533400219313
25,0.14181437250226736,0.2570910658687353,0.8072548715067895,0.8816167885638895,0.9002966485862078,0.8098168602003706,0.8864057393337436,0.8978717277742486,0.0009330127018922189
26,0.12371880910359323,0.2672573048621416,0.8072053552711915,0.8835634866547076,0.8957476843680704,0.8134864574033247,0.8958625381350449,0.8900080830117858,0.000927682130080253
27,0.12777445348910987,0.25583627820014954,0.815751707137129,0.9119594778870761,0.8815659130223976,0.8172552552199941,0.913772305755559,0.8809073129617007,0.0009221639627510072
28,0.12411955092102289,0.2950827032327652,0.7975440062239154,0.905113608723751,0.8677075067735885,0.800641136000593,0.9123576038469869,0.8632690382109796,0.0009164606203550494
29,0.12101772031746805,0.2814355939626694,0.7890422925326253,0.8964727261128536,0.8613655525332584,0.8080273188251459,0.9247990363362366,0.8566053833204055,0.0009105746045668516
30,0.10777357686311007,0.24441890977323055,0.8206554637484937,0.8960821037671842,0.9050898316212662,0.8194127185935625,0.9049124983945429,0.8954230125052314,0.0009045084971874733
31,0.09519518376328051,0.25063944794237614,0.8168455153904775,0.8779747556539874,0.914450082988762,0.8270129955518535,0.8980270550282275,0.9034007546747375,0.0008982649590120977
32,0.08422277926001698,0.22733423113822937,0.8338758882716308,0.902846438168699,0.9067643874862283,0.833512418507638,0.9189228612564221,0.8948300456608455,0.0008918467286629196
33,0.08118518185801804,0.2207600362598896,0.8339292240682921,0.9120346259058703,0.8927874903866033,0.847567030289047,0.9392937538090498,0.8857012337675871,0.0008852566213878943
34,0.07212100666947663,0.226122684776783,0.8363823732346989,0.9137274640247057,0.9015846299894035,0.8342487731263111,0.92099277121554,0.8970609045266156,0.000878497527825878
35,0.06380375404842198,0.23009319696575403,0.8373240297946656,0.8996134484705665,0.915349619639143,0.8396562792347516,0.9014839955603676,0.9152523188574615,0.000871572412738697
36,0.06314579874742776,0.23450050689280033,0.8341706776307313,0.9034503456713945,0.9070906730153183,0.8337622310478174,0.9083176235039251,0.9005559195972547,0.0008644843137107055
37,0.08157654548995197,0.26497438829392195,0.8193779551818421,0.8964599420751608,0.8998151851357952,0.8242895488203532,0.9022225846604448,0.899283685704461,0.0008572363398164014
38,0.09676575125195086,0.28477809205651283,0.7832014702738794,0.9339846652329838,0.8150079820543046,0.7828421149580094,0.9563624782330995,0.8052087889003867,0.0008498316702566826
39,0.07514762121718377,0.23608864843845367,0.8293485198020196,0.9086919646272296,0.8961420438408134,0.8303100826483345,0.9181014102997802,0.8879362426379583,0.0008422735529643442
40,0.06601622269954532,0.24891780503094196,0.8236429934464704,0.8830040183239356,0.9178067084334459,0.823123973648886,0.8872063274264872,0.9122837193811761,0.0008345653031794289
41,0.06466881057713181,0.23614968359470367,0.8281755857976476,0.9061017968422292,0.8962943450058278,0.8395270187389157,0.9221882135033246,0.8911113464235493,0.0008267103019950526
42,0.054262534249573946,0.2460076455026865,0.8293545046504971,0.9162382009651949,0.8876354676549566,0.8315603608415876,0.9209027417984366,0.8848236331808579,0.0008187119948743447
43,0.04523756948765367,0.21512153930962086,0.8477647077536501,0.9108196235760861,0.9150069577953279,0.8435156523122054,0.9140873210834208,0.9065138592828895,0.000810573890139155
44,0.041472147044260055,0.2249890435487032,0.8423921990058896,0.9071348796406491,0.9101853615036074,0.8449134692841862,0.9157411123978112,0.9030958129987661,0.0008022995574311873
45,0.055854164878837764,0.228891983628273,0.835656156081969,0.9071790862682794,0.9052503004337074,0.8383555899846775,0.9128241957842177,0.8966272891935049,0.0007938926261462363
46,0.051179946633055806,0.22401396743953228,0.838913502612715,0.9089054163269736,0.9055044641478401,0.8376095323954948,0.9199688067719788,0.8932705636781013,0.0007853567838422158
47,0.04148384305881336,0.21232313849031925,0.8534017787219246,0.899030957918447,0.9346160756570949,0.8516600349441944,0.8991505835195805,0.9294289846997574,0.0007766957746216719
48,0.039975283783860505,0.21320790797472,0.8487520177944167,0.9136736862236605,0.9111930940316488,0.8575380358975215,0.929495818580214,0.9032219227741447,0.0007679133974894982
49,0.03654933482175693,0.22381472401320934,0.8469496023465662,0.9137241588586935,0.9111013598948929,0.8439426495002653,0.9165282197071649,0.9037073558774928,0.000759013504686565
50,0.033460753271356225,0.22186078131198883,0.8454343706502037,0.9092228371761323,0.9146698586424629,0.8516276103994072,0.9223884096651678,0.9079021806660323,0.0007499999999999998
51,0.03093023510882631,0.22258185967803001,0.8462271906579725,0.918940232977498,0.901955460516846,0.8517345178583118,0.9327745024688794,0.8943998759978822,0.0007408768370508575
52,0.03156678256345913,0.22793899662792683,0.8445479966142212,0.9219963364431654,0.8996251689822533,0.8509920329988032,0.9414703409883459,0.8896144424690142,0.0007316480175599307
53,0.02988838352030143,0.22896446660161018,0.848081439301573,0.9092055518462456,0.915154756584174,0.8507116024283308,0.9186552328112798,0.9082809266137074,0.0007223175895924635
54,0.027841489936690778,0.22623931616544724,0.8462456485787881,0.915530064761169,0.9072596644900973,0.8511591308210393,0.9273220787978302,0.8989914437934088,0.0007128896457825361
55,0.027137189696077257,0.23010627180337906,0.8458266942004642,0.9127687474680839,0.9148600459226792,0.8401753000647949,0.9162096597761503,0.9023506886915854,0.0007033683215378998
56,0.027086550719104707,0.2183264009654522,0.854682945555886,0.9054474700838068,0.9280698121939752,0.8491231232787778,0.9052265859154061,0.9212184286955727,0.0006937577932260512
57,0.027598864398896694,0.22420774213969707,0.850279536605832,0.9123373658250438,0.917307472606824,0.8558015555457794,0.9213035426243656,0.9106858030711324,0.0006840622763423388
58,0.026113195985089988,0.22905246540904045,0.8473620866112415,0.9139041462536752,0.9103602045704846,0.8563070697705362,0.9260493442709514,0.9059016882696844,0.0006742860236609073
59,0.023678805417148396,0.23767539858818054,0.8466914038254525,0.9148467169876237,0.9095420472773468,0.8418741810521786,0.9153699683366143,0.9006478858797624,0.0006644333233692913
60,0.022591586457565427,0.23212373442947865,0.8504517872807273,0.91341290418785,0.912836080699875,0.8444765361741033,0.912930886527206,0.9070566677252259,0.0006545084971874734
61,0.022630002233199775,0.22988303564488888,0.8496366645602251,0.9177637921736903,0.9095685663528849,0.8409323368778985,0.9192549816990475,0.8978442472373533,0.0006445158984722354
62,0.023481087991967797,0.2275703363120556,0.8501309781988441,0.9154462679882429,0.9129242464271983,0.847425487766885,0.917377742670632,0.9068465527072611,0.0006344599103076324
63,0.021223710326012224,0.22144440840929747,0.856189167783859,0.9147961949673769,0.9217228839770061,0.8649155080741426,0.92928455159034,0.9141122180499263,0.0006243449435824269
64,0.021432608569739386,0.24239017069339752,0.8497923615727686,0.9094965213093565,0.9170939730845568,0.8440620488512168,0.9129501681215005,0.9056677181575148,0.0006141754350553275
65,0.01922735062544234,0.23046851344406605,0.8542282101859696,0.9111542371102459,0.9238574105110962,0.8459156842474547,0.9077430679739092,0.9151280200006228,0.0006039558454088793
66,0.01734315586509183,0.23481616005301476,0.8552943778788896,0.9133321820964511,0.9204684791006466,0.8462244450125266,0.9124163667986365,0.9099367225701331,0.000593690657292862
67,0.01730006412253715,0.23586367815732956,0.8500223435650781,0.9163162773920104,0.9127504877359984,0.8405771840557469,0.9122011472048054,0.902804361476117,0.0005833843733580507
68,0.016621409711660817,0.22388140484690666,0.8584494585700488,0.914310637757654,0.9233548284549093,0.8544850335478575,0.9164608017169784,0.9139586640500468,0.0005730415142812054
69,0.017446247744373977,0.23715299274772406,0.8526370876268938,0.909431971491394,0.9196620004004397,0.8493605363527348,0.9125340858190283,0.9114006265921197,0.0005626666167821517
70,0.017371728987200186,0.22907596454024315,0.8554875477703141,0.9161918474129562,0.9201668222959772,0.8533185618223895,0.9191093665144795,0.9114541641641792,0.0005522642316338265
71,0.01700548268854618,0.22551550064235926,0.8592209906803185,0.9145629932487654,0.9240061752518931,0.853909519057648,0.9119474651618358,0.9180335536271014,0.0005418389216661573
72,0.01651850010966882,0.23308227956295013,0.8554245595251677,0.9153716149341913,0.919417997256071,0.8476592989576355,0.9122217665985778,0.9109992365993649,0.0005313952597646563
73,0.014229994747438468,0.2360996399074793,0.8546806128975482,0.9157571332334541,0.9179338588417868,0.8433476443390003,0.9135652754685292,0.9057531225865054,0.0005209378268645994
74,0.0137602683971636,0.23234066739678383,0.8584111371186494,0.9154909260619576,0.9244577816241533,0.8435393866321994,0.9122278124394319,0.9088388568014003,0.0005104712099416781
75,0.015503350412473083,0.23038907535374165,0.8565277132336698,0.9121556633578984,0.9222661723979786,0.8498937283191098,0.9146519700661608,0.9102742236877623,0.0004999999999999996
76,0.014330386184155941,0.24029838107526302,0.8532105652208481,0.915028747768335,0.9172746436947972,0.8517632830336457,0.921496050170794,0.9061742075321191,0.0004895287900583212
77,0.013360724900849164,0.23832487780600786,0.8578240281441378,0.9149571031454133,0.9226069078346466,0.8427195379994701,0.9114904392009028,0.9070220968159577,0.0004790621731353997
78,0.013545344569138251,0.2269108323380351,0.863737082855257,0.9119507344132692,0.9342716688716179,0.8613948966835936,0.9080765882038725,0.9317756948177256,0.000468604740235343
79,0.013882571060094051,0.23291080445051193,0.8559122900694902,0.916281407674433,0.9200850202294666,0.8462543570449027,0.912496575797831,0.909568464865128,0.00045816107833384175
80,0.01259833833319135,0.22721326164901257,0.8597006963940771,0.9170108377653462,0.923717738289856,0.8483550908243669,0.9132018383914329,0.9122551905204408,0.0004477357683661729
81,0.011161181959323585,0.2327014673501253,0.8588385605490761,0.9170328869554996,0.9231804592168203,0.8460646608293729,0.9133489722925414,0.9098000454842705,0.00043733338321784746
82,0.010944143577944487,0.23722254484891891,0.8592138654093805,0.9147493393870136,0.9237411070345608,0.8508382101542269,0.9133246474354956,0.9136697817732535,0.0004269584857187939
83,0.011147680517751724,0.23772103618830442,0.8592834996917804,0.9181742959976015,0.9237620979747467,0.8495710209668664,0.9132004665357778,0.9131545417125595,0.0004166156266419484
84,0.010696637764340267,0.24274429865181446,0.8567150883602284,0.9147033258521524,0.9204234741657651,0.8465779556164157,0.9111159025796592,0.9098821888582431,0.0004063093427071373
85,0.011577502358704805,0.23566814698278904,0.8600737574997794,0.9161689894255136,0.9248898464440651,0.8494295474684611,0.9141631376653164,0.9123450993258255,0.0003960441545911199
86,0.009941082855220884,0.23031653743237257,0.8622089614471653,0.9191670519560379,0.9245764247259599,0.8500113365346282,0.9161344990078636,0.9108613246891082,0.0003858245649446718
87,0.010024150280514732,0.24439914990216494,0.8604681208394076,0.9145545192015822,0.9265080214160626,0.8468584654760116,0.9107708973654252,0.9117978664001741,0.00037565505641757235
88,0.009887915075523779,0.23484196793287992,0.8612259362635692,0.9120237672805743,0.9296733537399733,0.8492562049946155,0.9100448372304886,0.9152976667994913,0.00036554008969236695
89,0.009998571724281646,0.24464718345552683,0.8598104985881975,0.9140838296160705,0.9247135128042689,0.8503724789405647,0.9124517235961636,0.9130899875777972,0.0003554841015277638
90,0.010823239965247922,0.2474482972174883,0.8562844024278131,0.9175128689859338,0.9177920487136553,0.8452945588806869,0.9148426145765785,0.9054453873851287,0.000345491502812526
91,0.010140584985492751,0.2441562209278345,0.8579802062592681,0.9146738324019558,0.9222606284523314,0.8477126348255695,0.9119638604127512,0.910402590696382,0.0003355666766307081
92,0.009064239522558637,0.23561623692512512,0.861639701548569,0.9143061794048124,0.9288373201439257,0.8491378648817547,0.9136450398039332,0.9151183231957692,0.00032571397633909225
93,0.008598130021709949,0.24748658947646618,0.8596895208736077,0.9152113342832666,0.9243765236751447,0.8472454447567239,0.9141630206999285,0.9096160319413407,0.00031593772365766094
94,0.008158046184689738,0.24926861561834812,0.8574226888143821,0.9152290108865196,0.9221217435526581,0.8433459223748356,0.9118955603930692,0.9076712166712763,0.0003062422067739483
95,0.008114772499538958,0.24692698195576668,0.8602600809618317,0.9176188973595722,0.9225993216590431,0.8486714127998154,0.9159124432289469,0.9094660979729241,0.00029663167846209965
96,0.007879423297708854,0.24272433761507273,0.8609211784635642,0.9162130169834006,0.9251823892341022,0.846882899901052,0.9129809162553422,0.9100155135198628,0.00028711035421746345
97,0.007701016700593755,0.2471242742612958,0.8604653956562898,0.9172045722064586,0.9237084750964515,0.8514124382158479,0.9150770436368608,0.9124836454998025,0.00027768241040753615
98,0.007711997692240402,0.24149330146610737,0.8617526401656341,0.9128750588762832,0.9310137036495298,0.8507735952099774,0.9094299871673412,0.9182470470417953,0.00026835198244006903
99,0.00838561519049108,0.24976776912808418,0.8576338614410264,0.9159323732050357,0.9217691193588154,0.8459925942655109,0.9147164673243969,0.9079142575692584,0.0002591231629491421
100,0.007713065089774318,0.24901843536645174,0.858650959399289,0.9143154179969504,0.9235771992618138,0.8435021743562332,0.9113156183681113,0.9076219217621561,0.0002499999999999997
101,0.0070355485077016056,0.24559522978961468,0.8596333396524026,0.9175533703681769,0.9231325433452493,0.8478711069997628,0.9140942010558264,0.9101832946374662,0.00024098649531343477
102,0.006958284255233593,0.24879984743893147,0.8587517143226133,0.9158028535449392,0.9221406029369275,0.8490703517825129,0.9129184957415831,0.9118275007985954,0.0002320866025105016
103,0.006496342313766945,0.25300600100308657,0.8589198800113333,0.9169134567935033,0.9215253164439355,0.8471655498589434,0.9141693035387181,0.9083242592215575,0.0002233042253783278
104,0.006886268354719505,0.2511749602854252,0.8599060384455101,0.9145247083471466,0.9256906463721596,0.8447825701363576,0.9117736005202545,0.9086913329297179,0.000214643216157784
105,0.006608633455471136,0.2547183018177748,0.8576549531222325,0.9180000817847394,0.9200726546383664,0.8431242174426149,0.9148517466640068,0.9039053845344065,0.00020610737385376332
106,0.006103495696152095,0.2521983878687024,0.8603735663993268,0.9138843748526413,0.9272540744118715,0.8509407675801384,0.9116645111541541,0.9160351373052146,0.00019770044256881242
107,0.006181311713589821,0.24904737249016762,0.8619584728802916,0.9163434431887617,0.9260418060155993,0.8505630056537586,0.9138906432140933,0.9130666264444338,0.0001894261098608447
108,0.005715154155041091,0.2547747306525707,0.8584480099726673,0.9164821325718276,0.9216369271988021,0.8489301117818833,0.9145964442317779,0.909095100260024,0.000181288005125655
109,0.00545118087757146,0.2553521189838648,0.8603462995149438,0.9161866995994729,0.924466686504318,0.8499060217163956,0.9120383052543175,0.9139134478016828,0.0001732896980049473
110,0.00549836213758681,0.25371279660612345,0.8611499625981447,0.9157924805206317,0.9257175890132495,0.8480672219453962,0.9137906953983881,0.910191501359978,0.00016543469682057076
111,0.005184088622627314,0.2573735946789384,0.8596073207332462,0.9158271316111162,0.9250507650064834,0.8477143982774545,0.9128592071095525,0.9108703092770785,0.00015772644703565552
112,0.00529059037216939,0.2597630228847265,0.8597790210671445,0.9146371294936794,0.9254745369845732,0.8491902391974135,0.911621198425568,0.9136817422945875,0.00015016832974331718
113,0.0054584549652645364,0.25759036000818014,0.859803939133242,0.9159226645555791,0.9253786692435171,0.8457657447354654,0.9115476493581515,0.9103419813731257,0.00014276366018359834
114,0.005091302497021388,0.25458200369030237,0.8607397097329196,0.9156368206933133,0.9257634476960714,0.850313030065134,0.9129947500239122,0.9136048087812756,0.00013551568628929425
115,0.004838684719288722,0.2551108570769429,0.8605399223926704,0.9160789940205247,0.9254749812020375,0.8473187798570034,0.9129811981298017,0.9105775706216102,0.00012842758726130276
116,0.004733127338113263,0.2550748400390148,0.861645408909493,0.915847440407696,0.9267707172310149,0.8510879448339951,0.9125383979792441,0.9151147950512327,0.0001215024721741218
117,0.004922819302009884,0.26044314727187157,0.8600819298852074,0.9158253556269791,0.924881236633226,0.85048828289117,0.9140882252160915,0.9127927919121129,0.00011474337861210538
118,0.004927888272504788,0.2557730758562684,0.8614406060599691,0.9164538975022636,0.9261472613342776,0.8478487602002227,0.9132158184177357,0.9107046751587867,0.00010815327133708009
119,0.004649982751288917,0.25665236078202724,0.8623082432766295,0.9135645761344373,0.9292347812940943,0.8522406100483966,0.9118464358766671,0.9170699275051886,0.00010173504098790189
120,0.004520831906120293,0.25626206304877996,0.8617057793364113,0.9167421099159903,0.9265805307090782,0.8485458637616587,0.913489212360615,0.9112845685442328,9.549150281252629e-05
121,0.004641647537937388,0.2631851080805063,0.8593476305728476,0.9162452895567927,0.9230752270072466,0.8502606984749446,0.9142320149951886,0.9122064310025997,8.942539543314794e-05
122,0.004357549114502035,0.2607456110417843,0.8612342809900889,0.915788739898663,0.926467782372093,0.8496400125245884,0.912547539387291,0.9135755640232417,8.353937964495024e-05
123,0.0042314383390476,0.26098737865686417,0.8608483827120306,0.915911255390407,0.9254399427454534,0.8519264097595198,0.913852999320705,0.9144569434112291,7.783603724899243e-05
124,0.004253689956385642,0.2604583716019988,0.8614012785826113,0.9159787443848908,0.9262359696878305,0.8515015564281125,0.9133016499906885,0.9143162659900388,7.231786991974666e-05
125,0.004097994860785548,0.26067108288407326,0.8622358340034044,0.9144594705541765,0.9286457067492159,0.8516422449129333,0.9116210117162136,0.9167579677205593,6.698729810778072e-05
126,0.0040831163205439225,0.2626616107299924,0.8613085145596184,0.9159892462926815,0.9259386599270796,0.8503428039100027,0.9130431410911608,0.91366634102147,6.184665997806817e-05
127,0.003943293242627988,0.26048149168491364,0.8614462754764276,0.915920049504782,0.9269204634071185,0.850848671838063,0.9132092000035053,0.9143522332475651,5.6898210384392595e-05
128,0.003902260352333542,0.261555889621377,0.8617333673286316,0.9149417628407478,0.9275040922683869,0.850543887622602,0.911847623620428,0.9150851486341711,5.214411988029363e-05
129,0.0038826685704407282,0.263505388982594,0.8607349553152213,0.9160543693667864,0.9249344419674481,0.8515812464888307,0.9135649654268346,0.9146402002261854,4.7586473766990294e-05
130,0.003854384114674758,0.26188746001571417,0.8614857346884803,0.9158415074441767,0.9268829924400759,0.8512159790822216,0.9121442949741659,0.9154127956471576,4.32272711786996e-05
131,0.0037099437176948413,0.26244832668453455,0.8611069552627115,0.9164847956026065,0.9254151480518618,0.8515811086016818,0.9137819844322403,0.9144351237515729,3.906842420574966e-05
132,0.0036601610481739044,0.26320764422416687,0.8616324841994141,0.9158705663433329,0.9267704749059495,0.8513959397533588,0.9124345572644506,0.915353603518842,3.5111757055874305e-05
133,0.0037255979914334603,0.26386891677975655,0.8613229772445797,0.9155926975830868,0.9268154452278135,0.8512036823466294,0.9122376927593656,0.9151911977230343,3.1359005254054254e-05
134,0.0036871665361104533,0.263371666893363,0.8621402106038636,0.9152414607586157,0.9280826279132637,0.8520074241991338,0.9124382187173172,0.9159325469763321,2.7811814881259484e-05
135,0.0035353341372683644,0.264939920976758,0.8613559942833359,0.9156176694028725,0.9264810563800336,0.851916271789996,0.9131498741992445,0.9151415905571798,2.4471741852423218e-05
136,0.003730857035407098,0.2647735392674804,0.8616215015521148,0.9152197158090752,0.9271495473000717,0.8523673896207569,0.9133205943044433,0.9155771418718,2.1340251233966362e-05
137,0.0035215263487771153,0.26389159727841616,0.8616502169113567,0.9155318888475512,0.9270550585565156,0.851781695596886,0.9127076682401121,0.9156989900389874,1.8418716601170932e-05
138,0.0035112875630147755,0.2640634188428521,0.8619743043217467,0.9155412102369266,0.9273632350087759,0.8528251726518499,0.9136320878612663,0.9157567547121421,1.570841943568445e-05
139,0.0035393561229284387,0.265705824829638,0.8612856060427734,0.9155371288156757,0.9263962577371853,0.8519326411719339,0.9132179110570346,0.9150766595415085,1.3210548563419845e-05
140,0.003553481616108911,0.2664925269782543,0.860880587695056,0.915505791455618,0.9259884619889822,0.8514756716246117,0.9128604428842156,0.9151464828551189,1.0926199633097203e-05
141,0.003518405013892334,0.2659546732902527,0.8612396356470358,0.9151689960845255,0.9267211767531944,0.8511857165720476,0.911884657473224,0.91563917604916,8.856374635655688e-06
142,0.003623323835199699,0.26466471143066883,0.8613500634124405,0.9153675078630357,0.9266943583719173,0.8515691738189392,0.9121223295550207,0.9157745860623778,7.001981464747503e-06
143,0.003525737985910382,0.2662970516830683,0.8609572828127807,0.9158143501801785,0.9256366154029633,0.8521792615686716,0.9140166480660465,0.9147058210407624,5.3638335185058295e-06
144,0.003461686530499719,0.26410519890487194,0.8618746527644431,0.9149914432776421,0.9277131314840119,0.8519946366879301,0.9123970774583237,0.9162141281126603,3.942649342761114e-06
145,0.0034418802279105876,0.26252038963139057,0.862675705397553,0.9149536834235326,0.9286486630539781,0.8524908188798588,0.912466072880615,0.9166096848575898,2.7390523158633524e-06
146,0.0036332090021460317,0.26441304571926594,0.8615230387109991,0.9154265506784565,0.9268895060429347,0.8512919140474565,0.912088793041662,0.9156213585869228,1.7535703752478133e-06
147,0.0034213760591228493,0.26512117125093937,0.8614179631568752,0.9157463885067191,0.926510935943911,0.8516006709495634,0.9128731903042191,0.9153233616384936,9.866357858642196e-07
148,0.003414958518987987,0.26568632386624813,0.8614012304424061,0.9153051789886999,0.9269444103873241,0.8509295418654457,0.9115940512174456,0.9155770225528282,4.38584950570808e-07
149,0.003442171717324527,0.26560687739402056,0.8613382987973434,0.9153265156334793,0.9268905818285091,0.8512484539847817,0.9118514081530469,0.9157469721602063,1.096582625772501e-07
150,0.0034663095320865978,0.2641246048733592,0.8619417995589562,0.9152179459272825,0.9277190177127916,0.8516869096775417,0.9119089855262278,0.9162144796385127,0.0
