epoch,train_loss,val_loss,val_iou,val_precision,val_recall,learning_rate
1,0.8882577586919069,2.0043987780809402,0.3112774869254774,0.34200030147171506,0.8076401993605162,0.0009998903417374227
2,0.6527336649596691,0.8503724858164787,0.562948606307535,0.6424063868120424,0.8351188532070553,0.0009995614150494292
3,0.5382045861333609,0.7777710817754269,0.5542220495842947,0.6961942363537514,0.7547618782961649,0.0009990133642141358
4,0.47172953747212887,1.0979105830192566,0.490476616802455,0.5428474663840881,0.8483347242494269,0.0009982464296247522
5,0.4610297791659832,0.8076026886701584,0.5394661410100259,0.7840785315284743,0.669514800329415,0.0009972609476841367
6,0.42406356520950794,1.0141308717429638,0.5012358090362825,0.5383310596723151,0.8822398670157315,0.000996057350657239
7,0.3824223726987839,0.7415061108767986,0.5777001470127845,0.6876372556081549,0.8024832904211257,0.000994636166481494
8,0.3446674970909953,0.813402883708477,0.569301539847277,0.6403211004614128,0.846852395692614,0.0009929980185352525
9,0.36036024522036314,0.9783014915883541,0.5405261386799023,0.5919392930970271,0.86683766633676,0.0009911436253643444
10,0.3289322885684669,0.7867409735918045,0.5836330276464816,0.6909600669698391,0.8078144554476295,0.0009890738003669028
11,0.3076484394259751,0.9244312718510628,0.5435264400552637,0.5997583586399713,0.8683918564654483,0.00098678945143658
12,0.2922373707406223,1.186631754040718,0.5059722905535127,0.5359624264013138,0.9064996974394111,0.0009842915805643154
13,0.28086875611916184,0.6294853836297989,0.6275690829878544,0.8215245776480586,0.7367484129278685,0.000981581283398829
14,0.2702152971178293,0.9556878469884396,0.5450441701741062,0.5897649290159178,0.8817398595814109,0.0009786597487660333
15,0.2405475117266178,0.7257813848555088,0.6008306785851993,0.6997903016675504,0.8205918048905192,0.0009755282581475766
16,0.23649673257023096,0.7522021494805813,0.5939923389324565,0.71518778514883,0.7978029439569468,0.0009721881851187403
17,0.22843686258420348,0.9393598102033138,0.5691760644436845,0.6170018585100614,0.8812083272786697,0.0009686409947459456
18,0.2119941245764494,0.6902804337441921,0.6182186856059366,0.7207274101063106,0.8308056629207097,0.0009648882429441254
19,0.20338021079078317,1.0499471984803677,0.5634724060023764,0.6158932079042422,0.8794836452553267,0.00096093157579425
20,0.20658105239272118,0.7718222998082638,0.601751100037643,0.6900406693384273,0.8390380042832825,0.0009567727288213001
21,0.1884532766416669,1.3693380057811737,0.5075332863127626,0.5304954332128156,0.9277483922233668,0.0009524135262330095
22,0.17659020936116576,0.7951715774834156,0.6060917195662793,0.6883811160158231,0.8502941037613398,0.0009478558801197061
23,0.15981933078728616,1.2174486964941025,0.5210616025651356,0.5602732057677576,0.8998104417907753,0.000943101789615607
24,0.17902131332084537,0.803098201751709,0.5750965919343689,0.7264158386937649,0.7498447353209952,0.0009381533400219313
25,0.17448691511526704,1.176707912236452,0.5494833459188877,0.5948411616065006,0.8881069200840644,0.0009330127018922189
26,0.16164004104211926,0.7461418472230434,0.6064513160365854,0.7555422105404349,0.769883218529108,0.000927682130080253
27,0.1477386662736535,0.8673896118998528,0.5872074184684356,0.6653208343377504,0.8461024339702147,0.0009221639627510072
28,0.1494817000348121,0.7255329862236977,0.6215750043324442,0.8184856246036312,0.7284875990891668,0.0009164606203550494
29,0.13880275399424136,1.025339875370264,0.5709689317126996,0.6300005774979553,0.878261148866724,0.0009105746045668516
30,0.13925304543226957,0.7874982431530952,0.5999913022471399,0.7775864148054132,0.7386686727009281,0.0009045084971874733
31,0.1313975469674915,0.971763800829649,0.5907364416081902,0.6532835333481616,0.8718001702796301,0.0008982649590120977
32,0.12487084092572331,1.0461449138820171,0.5849499845778972,0.634902588918558,0.8921315170623817,0.0008918467286629196
33,0.11585839674808085,0.8594266548752785,0.6017844758654394,0.7074638531961805,0.8227811856787861,0.0008852566213878943
34,0.11257691076025367,1.0263842977583408,0.5756277891273719,0.613356974187907,0.9099579676018466,0.000878497527825878
35,0.11480177496559918,0.9418952688574791,0.5880072141945782,0.6643251038889667,0.8486969145341684,0.000871572412738697
36,0.108015799196437,0.8603132143616676,0.6032306621505279,0.6996668242124527,0.8281637614349096,0.0008644843137107055
37,0.09531707013957202,0.9669302515685558,0.6006219293518908,0.6617869072722814,0.8761894483763542,0.0008572363398164014
38,0.1165315821999684,1.0094806253910065,0.5952617335700748,0.6482879167468871,0.8940247945203015,0.0008498316702566826
39,0.10542607144452631,0.9623271971940994,0.6078097607299411,0.688035963957442,0.8497094115491237,0.0008422735529643442
40,0.09316931245848536,0.9288582727313042,0.6148996418582453,0.6943177793564971,0.8617675197444116,0.0008345653031794289
41,0.09527116105891764,1.3428209275007248,0.5699056864801805,0.6157815885926601,0.896874933151026,0.0008267103019950526
42,0.09426580218132585,0.9928893893957138,0.5931459572257625,0.6498788991826288,0.8794128087491221,0.0008187119948743447
43,0.08264888438861817,1.0689542144536972,0.5943124743332495,0.6529383708593144,0.8822350225252599,0.000810573890139155
44,0.08348744525574148,0.9922127053141594,0.607936051260794,0.6807000635985021,0.8619728465953271,0.0008022995574311873
45,0.09118006459902972,1.2622875720262527,0.5575617241455169,0.5996675554087783,0.8981168187814355,0.0007938926261462363
46,0.09379747183993459,0.9795518666505814,0.6017924932011731,0.680463537390527,0.8544107181782767,0.0007853567838422158
47,0.08026053756475449,1.0897001773118973,0.5950965360691187,0.6542318357574664,0.8794745877242882,0.0007766957746216719
48,0.0847921067615971,1.3883204609155655,0.5529823077247071,0.5916753187004483,0.9091125281246348,0.0007679133974894982
49,0.07748188893310726,1.0898026525974274,0.5951776058947635,0.6627357359810362,0.8615308772474566,0.000759013504686565
50,0.07513839623425156,0.9273667819797993,0.6245661182782364,0.7165524653159867,0.8427435382111954,0.0007499999999999998
51,0.07006064231973141,0.9281258694827557,0.6211763124917048,0.7111494527093221,0.8482531745445763,0.0007408768370508575
52,0.06710294168442488,1.1408648826181889,0.5915481409104238,0.6439733711464766,0.8914057710513221,0.0007316480175599307
53,0.07205264747608453,1.11758354306221,0.592700094194474,0.6528651300108205,0.8804746470325318,0.0007223175895924635
54,0.06345524231437594,0.9823561832308769,0.6124410441851829,0.7099060749881787,0.8332471207864517,0.0007128896457825361
55,0.060611016931943595,1.0721158012747765,0.6143033882922317,0.7001909149883175,0.8487792998484809,0.0007033683215378998
56,0.060504024964757264,0.984580110758543,0.6157242123710434,0.7078184287145998,0.8407609881430811,0.0006937577932260512
57,0.05897140607703477,0.9718894883990288,0.6174927395170566,0.7093196564398767,0.8397128141455066,0.0006840622763423388
58,0.06123008218128234,1.2648507356643677,0.5861602976124907,0.64469736232926,0.8735393010958254,0.0006742860236609073
59,0.06019646301865578,1.013124592602253,0.6161293343665561,0.694260012606692,0.8591489366917042,0.0006644333233692913
60,0.05615581863094121,1.0706156715750694,0.6105307498917947,0.6914896917665703,0.8569571521185855,0.0006545084971874734
61,0.054166316986083984,1.1635308600962162,0.5995093428452755,0.6714522201856638,0.8631460075142481,0.0006445158984722354
